tweetId,reporterId,reportTime,reason
39cf7d7a-886c-4212-b2fe-89d131968abb,32,2023-11-01 10:21:37.836251,L'utilisateur a partagé des informations trompeuses et fausses.
05ad9963-376d-4dda-b22f-7458eeb1a57e,33,2022-11-27 21:44:29.487462,L'utilisateur publie du contenu à caractère pornographique.
9607f872-0e77-4334-a265-6da43c2edef3,34,2023-10-30 02:48:15.548673,Ce compte utilise des images de violence explicite.
50783f1e-3481-48f9-afd9-878d93015d34,35,2023-07-03 08:16:19.523081,L'utilisateur encourage à la violence.
cae6614f-405c-4016-9594-793564904cd8,36,2021-03-09 01:24:55.344642,Ce compte utilise des images de violence explicite.
08362588-636b-402d-a689-4c0331b9981d,37,2022-05-10 06:25:31.950207,Ce compte publie du contenu à caractère pornographique.
9cfc1cea-8a7f-45fd-af25-fba3b288d80b,38,2023-12-10 21:01:51.026181,Ce compte publie du contenu à caractère pornographique.
c7094e2a-9029-4439-9982-fcb4531d8816,39,2023-09-26 12:04:22.117150,L'utilisateur encourage à la violence.
635c01d3-abbc-4234-9658-b526121e109d,40,2023-12-31 18:42:15.675235,Ce compte utilise des images de violence explicite.
77cee9b0-9b43-47dd-9b95-e49e83b4c524,41,2023-12-20 05:14:44.402856,Ce compte publie du contenu à caractère pornographique.
4aec168f-1b1a-454d-a2e9-e9bd2054e9b3,42,2018-09-18 19:06:26.366401,Ce contenu contient des insultes racistes ou discriminatoires.
281490ce-2032-47c8-81de-b6dbba2773d8,43,2023-07-08 14:56:53.537643,L'utilisateur a partagé des informations trompeuses et fausses.
4da613d0-18f6-44dd-87ba-e383a26708b3,44,2023-10-23 17:30:41.788873,L'utilisateur encourage à la violence.
e3194375-ac1c-49f9-af84-de8c4e394be5,45,2023-01-17 04:04:36.868731,Ce compte diffuse du contenu incitant à l'automutilation ou au suicide.
5ec39cc2-648c-4ec4-b0b7-11b1a60b2d91,46,2023-10-29 12:43:19.622987,Ce compte publie constamment du spam et a été envoyé à plusieurs reprises.
dffbc7d7-bd39-46b1-b475-edadbbc43128,47,2020-06-15 15:20:39.734588,Ce message est du spam ou des fraudes.
14103794-26c0-479e-a36b-2149c4a6c2b7,48,2022-12-19 03:55:25.487026,Ce message est du spam ou des fraudes.
7018ac09-2cb0-4e1a-8522-a510a7369973,49,2023-12-12 23:19:00.996269,Ce message est du spam ou des liens malveillants.
fdc04d84-02a2-425d-8859-d8c8a1838eb1,50,2023-12-06 16:16:33.494256,Ce compte utilise des images de violence explicite.
7ab5a18f-bfd3-4703-8ffc-fb2411b8df41,51,2019-06-19 05:10:22.504185,Ce contenu contient des informations personnelles sans consentement.
a05ac258-b557-4d6a-8c86-152e4a85f4c7,52,2023-01-29 14:44:08.231206,Ce contenu contient des insultes racistes ou discriminatoires.
548615d1-09bf-453c-b50c-c4c6be62fb91,53,2019-09-04 05:47:36.837752,Ce contenu contient des informations personnelles sans consentement.
55bcc210-3b7b-4c82-b2e9-78bdcd4a9f4e,54,2021-06-16 18:55:05.599128,Ce compte utilise des images de violence explicite.
7748c960-c67e-49ce-96b7-cbe56be45228,55,2023-12-20 20:56:10.783680,L'utilisateur a partagé des images inappropriées pour un public jeune.
c0d0fc66-2b4f-4704-959f-3ebf45781d35,56,2020-04-11 19:21:21.520370,L'utilisateur encourage à la violence.
feb47a3f-9bd7-4cb4-8456-32f293e10154,57,2023-11-21 04:19:19.014330,Ce contenu contient des informations personnelles sans consentement.
45424581-acd9-4ac1-b819-b9d098709416,58,2023-08-26 11:49:15.663307,Ce compte publie du contenu à caractère pornographique.
8669b9a9-4e6c-4db3-a73b-5b70b1e13275,59,2019-06-04 18:37:11.633227,L'utilisateur a partagé des images inappropriées pour un public jeune.
4c9ef97b-43c1-4e8d-b9bc-056a5fe85f67,60,2022-02-11 11:06:08.189773,L'utilisateur encourage à la violence.
24f9c281-75ae-49ed-ae7b-5877ef7fc893,61,2023-11-04 22:53:05.524288,L'utilisateur encourage à la violence.
b87ee47a-6cf3-4dcf-b39b-b4aae94dfe92,62,2023-09-18 08:10:51.623478,Ce compte utilise des images de violence explicite.
25635480-aba3-4b31-b5c0-d69638434ec7,63,2023-07-26 00:18:06.742698,L'utilisateur publie du contenu à caractère pornographique.
f5cb957d-2561-409e-a641-0ea572184508,64,2022-10-10 19:50:21.761007,Ce compte publie constamment du spam et a été envoyé à plusieurs reprises.
19ef1d00-1d13-49e5-a4aa-dec1d37fb2f1,65,2023-02-07 01:44:13.173551,Ce compte publie du contenu à caractère pornographique.
a0f290e5-855f-406f-9073-4bd8e80ac7e5,66,2021-12-09 19:16:55.051641,L'utilisateur a partagé des informations trompeuses et fausses.
733cc501-9e6f-47ab-ad70-b1335ff1f3f1,67,2022-05-24 11:19:51.872440,Ce message est du spam ou des liens malveillants.
09e14c27-61b1-4cd5-a835-6345df4bd338,68,2019-01-24 19:17:57.982070,Ce message est du spam ou des liens malveillants.
27711d26-d0ed-4212-af79-50176f06e3f5,69,2023-12-02 14:13:42.659356,Ce compte utilise des images de violence explicite.
c95d4b13-5be1-44f3-8681-dd900e065c2f,70,2023-08-18 02:55:04.849643,Ce compte utilise des images de violence explicite.
d14df7d3-8844-47d5-a26d-bb9e3caba314,71,2020-12-24 06:57:09.195315,L'utilisateur a partagé des informations trompeuses et fausses.
a841200b-be94-4a2d-be95-cd2fe0e6c740,72,2021-05-11 22:25:22.681832,Ce compte utilise des images de violence explicite.
0806be9e-103b-4bde-99ee-3b298566d69d,73,2023-12-03 20:57:50.799000,Ce compte publie du contenu à caractère pornographique.
957f9dab-a324-4295-9e6e-5b717b8d1be3,74,2023-09-28 02:18:35.976184,Ce compte utilise des images de violence explicite.
a8e54d30-1634-4789-9729-392300fc7b5e,75,2023-10-19 00:55:17.394444,L'utilisateur a partagé des images inappropriées pour un public jeune.
10ef0c9e-d4ea-475c-affa-69e35793c091,76,2022-01-06 21:17:13.783934,Ce message est du spam ou des liens malveillants.
1235ad1f-982f-406c-b3cd-7b5e7b783762,77,2023-10-02 03:26:36.275359,Ce message est du spam ou des fraudes.
14eec9c7-ba96-4ef7-be24-f1e166a32ac1,78,2023-08-04 14:03:01.246172,Cette publication contient des informations trompeuses et fausses.
07d4345e-3559-4d5d-b056-0450aab18e4d,79,2023-12-13 14:23:25.143335,Ce compte publie constamment du spam et a été envoyé à plusieurs reprises.
875066aa-8a3d-41fa-9136-73917aa9a7df,80,2023-12-28 00:15:34.191949,Ce compte utilise des images de violence explicite.
0e042400-aab6-42db-baca-3be5a3283515,81,2019-05-24 12:36:44.503689,Ce compte utilise des images de violence explicite.
a8a773b3-8f2f-48a2-8133-e468b3c23a70,82,2019-08-10 23:07:29.097634,Ce message est du spam ou des fraudes.
17b394aa-71d5-407f-89e4-cd200d71f0c7,83,2023-12-26 02:34:55.008132,L'utilisateur encourage à la violence.
3779c4f1-7778-429e-bdb1-7b63fe624b9a,84,2023-12-22 18:52:36.430431,Ce contenu contient des insultes racistes ou discriminatoires.
f7917563-3a07-40e2-bb5f-97f736857f4e,85,2023-07-24 10:27:47.942744,L'utilisateur a partagé des images inappropriées pour un public jeune.
09a120ad-2063-4e9b-9cf2-1a060799feed,86,2020-03-17 18:18:53.370357,L'utilisateur encourage à la violence.
ffd03d91-7813-4281-b32a-a6726290494b,87,2023-08-13 11:12:06.209595,Ce contenu contient des insultes racistes ou discriminatoires.
8b165a12-55a4-4c31-b8bc-ae5bdac863e3,88,2022-08-28 12:11:24.563744,Ce message est du spam ou des liens malveillants.
c7f8feab-f411-4fd1-9df5-d06f2104875a,89,2023-05-14 14:34:37.505555,Ce compte publie du contenu à caractère pornographique.
0159430a-6468-4bb1-8cc0-26d996020dd8,90,2022-11-25 14:28:46.401430,Ce compte utilise des images de violence explicite.
aa2ebacb-6742-4e76-9748-7bc6b5896e4f,91,2021-09-27 14:37:16.898655,Ce compte utilise des images de violence explicite.
56c28386-4342-4d9e-9381-a2e71d27f77f,92,2023-03-20 21:48:45.638445,Ce message est du spam ou des liens malveillants.
c1019c1a-d803-4f08-9691-6a6a6256e8ff,93,2020-07-02 04:21:48.250020,Ce message est du spam ou des liens malveillants.
cca14a60-0232-42c3-bd0b-8de7fde2ab46,94,2022-02-17 10:01:10.948852,L'utilisateur encourage à la violence.
148d34b1-3a34-41d7-9405-45a4e81c830d,95,2023-12-08 08:40:21.023896,Ce compte utilise des images de violence explicite.
3ea216c3-9062-4a87-b542-0f4595df7890,96,2023-12-30 09:19:15.469896,Ce contenu contient des insultes racistes ou discriminatoires.
6539fc7f-57d2-4884-8892-a7845d3259ed,97,2020-05-29 23:11:01.443477,Ce compte utilise des images de violence explicite.
3eb1dec3-754e-4f95-9107-dcfd182db9a0,98,2021-11-28 06:36:28.884945,L'utilisateur a partagé des images inappropriées pour un public jeune.
5fc478d1-30f1-41b1-8cad-4807c8d429b1,99,2023-07-12 04:00:54.234808,Ce message est du spam ou des liens malveillants.
f609a4f7-29ef-4107-b2c9-c65b086a7dfb,0,2023-12-29 01:41:53.677845,Ce compte utilise des images de violence explicite.
76620c62-61c6-4b46-a2ae-68bd5c41cdae,1,2020-03-13 15:13:20.001766,Ce compte publie du contenu à caractère pornographique.
ca2e6db6-edf7-4cc8-8ce2-3d56ff85999e,2,2021-07-07 20:34:08.777782,Ce contenu contient des insultes racistes ou discriminatoires.
03edb533-6112-4bc8-85fa-f3e7a289fecd,3,2023-11-10 07:19:08.151216,L'utilisateur encourage à la violence.
5533acd7-aca1-448c-a04a-ad9acc82deb6,4,2022-12-19 08:21:32.414046,Ce contenu contient des insultes racistes ou discriminatoires.
38dd045e-a9b0-40f1-b74b-bcd42c525741,5,2020-11-11 16:56:27.312537,Ce compte diffuse du contenu incitant à l'automutilation ou au suicide.
86ad29d5-5257-4e01-94e6-7c9e67314ec9,6,2023-11-23 21:20:24.141639,L'utilisateur encourage à la violence.
4b013bcc-f309-4f71-915b-14d1cfd3c9cd,7,2017-07-29 04:08:27.542576,Ce compte diffuse du contenu incitant à l'automutilation ou au suicide.
3022cf28-1afd-4ecd-90be-24af1dc01cdd,8,2019-03-10 19:21:04.254422,L'utilisateur publie du contenu à caractère pornographique.
93d714b4-2adc-4663-a363-7436a8e1a153,9,2023-05-22 10:18:39.110102,L'utilisateur encourage à la violence.
42d47339-2cf4-4938-aa7c-3e9ecd226aaa,10,2022-10-07 08:41:55.406492,Ce compte utilise des images de violence explicite.
